pclass,sex,age,sibsp,parch,ticket,fare,survived,,,,,,,,
2,0,20,1,0,230434,26,1,,,,,,,,
2,0,25,1,0,231919,26,0,,,,,,,,
2,1,36,0,0,231919,13,1,,,,,,,,
2,1,25,0,0,231945,13,0,,,,,,,,
2,1,42,0,0,233478,13,0,,,,,,,,
2,0,42,0,0,233639,13,1,,,,,,,,
2,0,0.8333,0,2,233734,29,1,,,,,,,,
2,0,26,1,1,233866,29,1,,,,,,,,
2,1,22,1,1,234360,29,1,,,,,,,,
2,1,35,0,0,234604,21,1,,,,,,,,
2,1,19,0,0,234686,0,0,,,,,,,,
2,1,19,0,0,234818,13,0,,,,,,,,
2,0,44,1,0,235509,26,0,,,,,,,,
2,1,54,1,0,236171,26,0,,,,,,,,
2,1,52,0,0,236852,13.5,0,,,,,,,,
2,0,37,1,0,236853,26,0,,,,,,,,
2,1,29,1,0,236853,26,0,,,,,,,,
2,1,25,1,1,236854,30,1,,,,,,,,
2,1,45,0,2,237216,30,1,,,,,,,,
2,0,29,1,0,237249,26,0,,,,,,,,
2,1,28,1,0,237393,26,1,,,,,,,,
2,1,29,0,0,237442,10.5,0,,,,,,,,
2,1,28,0,0,237565,13,0,,,,,,,,
2,1,24,0,0,237668,10.5,1,,,,,,,,
2,1,8,0,2,237670,26.25,1,,,,,,,,
2,1,31,1,1,237671,26.25,0,,,,,,,,
2,1,31,1,1,237734,26.25,1,,,,,,,,
2,1,22,0,0,237735,10.5,1,,,,,,,,
2,1,30,0,0,237736,13,0,,,,,,,,
2,1,19,0,0,237736,21,0,,,,,,,,
2,1,21,0,0,237789,11.5,0,,,,,,,,
2,1,19,0,0,237789,0,0,,,,,,,,
2,0,8,1,1,237798,36.75,1,,,,,,,,
2,1,18,0,0,239059,73.5,0,,,,,,,,
2,0,48,0,2,239853,36.75,1,,,,,,,,
2,1,28,0,0,239853,13,1,,,,,,,,
2,1,32,0,0,239853,13,0,,,,,,,,
2,1,17,0,0,239854,73.5,0,,,,,,,,
2,0,29,1,0,239855,27.7208,0,,,,,,,,
2,1,24,1,0,239856,27.7208,1,,,,,,,,
2,0,25,0,0,239865,31.5,0,,,,,,,,
2,0,18,0,0,239865,73.5,0,,,,,,,,
2,0,18,0,1,240261,23,1,,,,,,,,
2,1,34,0,1,240276,23,1,,,,,,,,
2,1,42,1,1,240929,32.5,0,,,,,,,,
2,0,23,0,0,242963,13,0,,,,,,,,
2,1,21,0,0,243847,13,0,,,,,,,,
2,1,18,0,0,243847,13,0,,,,,,,,
2,0,40,1,0,243880,26,0,,,,,,,,
2,1,29,1,0,244252,26,1,,,,,,,,
2,1,18,0,0,244252,10.5,0,,,,,,,,
2,0,36,0,0,244270,13,0,,,,,,,,
2,1,19,0,0,244278,0,0,,,,,,,,
2,1,38,0,0,244310,13,0,,,,,,,,
2,1,35,0,0,244346,26,0,,,,,,,,
2,0,38,1,0,244358,21,0,,,,,,,,
2,1,34,1,0,244358,21,0,,,,,,,,
2,0,34,0,0,244360,13,1,,,,,,,,
2,1,16,0,0,244361,26,0,,,,,,,,
2,0,26,0,0,244367,10.5,0,,,,,,,,
2,1,47,0,0,244367,10.5,0,,,,,,,,
2,1,21,1,0,244368,11.5,0,,,,,,,,
2,1,21,1,0,244373,11.5,0,,,,,,,,
2,1,24,0,0,248659,13.5,0,,,,,,,,
2,0,24,0,0,248698,13,0,,,,,,,,
2,1,34,0,0,248706,13,0,,,,,,,,
2,0,30,0,0,248723,13,0,,,,,,,,
2,0,52,0,0,248726,13,0,,,,,,,,
2,1,30,0,0,248727,13,0,,,,,,,,
2,0,0.6667,1,1,248727,14.5,1,,,,,,,,
2,1,24,0,2,248727,14.5,1,,,,,,,,
2,1,44,0,0,248731,13,0,,,,,,,,
2,0,6,0,1,248733,33,1,,,,,,,,
2,1,28,0,1,248734,33,0,,,,,,,,
2,0,62,0,0,248738,10.5,1,,,,,,,,
2,0,30,0,0,248738,10.5,0,,,,,,,,
2,1,7,0,2,248738,26.25,1,,,,,,,,
2,0,43,1,1,248740,26.25,0,,,,,,,,
2,0,45,1,1,248744,26.25,1,,,,,,,,
2,0,24,1,2,248746,65,1,,,,,,,,
2,1,24,1,2,248747,65,1,,,,,,,,
2,1,49,1,2,250643,65,0,,,,,,,,
2,1,48,1,2,250644,65,1,,,,,,,,
2,1,55,0,0,250644,16,1,,,,,,,,
2,0,24,2,0,250646,73.5,0,,,,,,,,
2,0,32,2,0,250647,73.5,0,,,,,,,,
2,1,21,2,0,250647,73.5,0,,,,,,,,
2,1,18,1,1,250648,13,0,,,,,,,,
2,0,20,2,1,250649,23,1,,,,,,,,
2,1,23,2,1,250649,11.5,0,,,,,,,,
2,1,36,0,0,250650,13,0,,,,,,,,
2,1,54,1,3,250651,23,1,,,,,,,,
2,1,50,0,0,250651,13,0,,,,,,,,
2,1,44,1,0,250652,26,0,,,,,,,,
2,0,29,1,0,250653,26,1,,,,,,,,
2,0,21,0,0,250655,73.5,0,,,,,,,,
2,1,42,0,0,250655,13,1,,,,,,,,
3,1,18,0,0,312991,8.3,0,,,,,,,,
3,1,32,0,0,312992,22.525,0,,,,,,,,
3,1,19,1,0,312993,7.8542,1,,,,,,,,
3,1,19,0,0,312993,7.775,0,,,,,,,,
3,0,6,4,2,315037,31.275,0,,,,,,,,
3,1,19,0,0,315037,8.6625,0,,,,,,,,
3,1,2,4,2,315082,31.275,0,,,,,,,,
3,1,29,0,0,315082,7.875,0,,,,,,,,
3,0,17,4,2,315083,7.925,1,,,,,,,,
3,1,27,0,0,315083,8.6625,0,,,,,,,,
3,1,38,4,2,315084,7.775,0,,,,,,,,
3,0,9,4,2,315085,31.275,0,,,,,,,,
3,1,23,0,0,315085,8.6625,0,,,,,,,,
3,0,11,4,2,315086,31.275,0,,,,,,,,
3,1,39,1,5,315087,31.275,0,,,,,,,,
3,1,27,0,0,315088,7.7958,1,,,,,,,,
3,1,26,0,0,315089,7.775,0,,,,,,,,
3,1,39,1,5,315090,31.275,0,,,,,,,,
3,0,20,0,0,315091,7.8542,0,,,,,,,,
3,1,26,0,0,315092,7.8958,0,,,,,,,,
3,1,24,0,0,315092,8.6625,0,,,,,,,,
3,1,25,1,0,315093,17.8,0,,,,,,,,
3,0,18,1,0,315094,17.8,0,,,,,,,,
3,0,20,0,0,315094,8.6625,0,,,,,,,,
3,0,24,0,0,315095,7.775,0,,,,,,,,
3,0,17,0,0,315095,8.6625,0,,,,,,,,
3,0,35,0,0,315096,7.05,0,,,,,,,,
3,1,20,0,0,315096,8.6625,0,,,,,,,,
3,1,5,4,2,315097,31.3875,0,,,,,,,,
3,1,21,0,0,315097,8.6625,0,,,,,,,,
3,1,9,4,2,315098,31.3875,0,,,,,,,,
3,1,3,4,2,315151,31.3875,1,,,,,,,,
3,1,13,4,2,315152,31.3875,0,,,,,,,,
3,0,5,4,2,315153,31.3875,1,,,,,,,,
3,1,40,1,5,315153,31.3875,0,,,,,,,,
3,1,23,0,0,315153,7.7958,1,,,,,,,,
3,1,38,1,5,315154,31.3875,1,,,,,,,,
3,1,27,0,0,315154,8.6625,0,,,,,,,,
3,0,21,0,0,323592,7.225,0,,,,,,,,
3,0,23,0,0,323951,7.05,0,,,,,,,,
3,1,17,0,0,324669,14.4583,0,,,,,,,,
3,1,30,0,0,329944,7.225,0,,,,,,,,
3,1,23,0,0,330844,7.8542,0,,,,,,,,
3,1,13,0,0,330877,7.2292,1,,,,,,,,
3,1,20,0,0,330909,7.225,0,,,,,,,,
3,1,19,0,0,330909,7.6292,0,,,,,,,,
3,1,32,1,0,330910,15.85,0,,,,,,,,
3,1,33,3,0,330911,15.85,1,,,,,,,,
3,1,0.75,2,1,330919,19.2583,1,,,,,,,,
3,1,19,0,0,330919,7.8292,1,,,,,,,,
3,1,0.75,2,1,330920,19.2583,1,,,,,,,,
3,1,5,2,1,330923,19.2583,1,,,,,,,,
3,1,24,0,3,330924,19.2583,1,,,,,,,,
3,1,18,0,0,330931,8.05,1,,,,,,,,
3,1,40,0,0,330932,7.225,0,,,,,,,,
3,1,26,0,0,330935,7.8958,0,,,,,,,,
3,1,19,0,0,330935,8.1375,0,,,,,,,,
3,0,20,0,0,330958,7.2292,1,,,,,,,,
3,0,18,0,1,330959,14.4542,0,,,,,,,,
3,1,19,0,0,330959,7.8792,1,,,,,,,,
3,1,45,0,1,330963,14.4542,0,,,,,,,,
3,1,27,0,0,330968,7.8792,0,,,,,,,,
3,1,19,0,0,330968,7.7792,1,,,,,,,,
3,1,22,0,0,330971,8.05,0,,,,,,,,
3,1,19,0,0,330972,8.05,0,,,,,,,,
3,1,26,0,0,330979,7.775,0,,,,,,,,
3,1,19,0,0,330979,7.8292,0,,,,,,,,
3,1,22,0,0,330980,9.35,0,,,,,,,,
3,1,19,0,0,334912,7.2292,0,,,,,,,,
3,1,19,0,0,334912,7.7333,0,,,,,,,,
3,1,20,0,0,334914,4.0125,0,,,,,,,,
3,0,32,0,0,334915,56.4958,1,,,,,,,,
3,1,19,0,0,334915,7.7208,1,,,,,,,,
3,1,21,0,0,335097,7.775,0,,,,,,,,
3,1,18,0,0,335432,7.75,0,,,,,,,,
3,0,19,0,0,335432,7.7333,1,,,,,,,,
3,0,26,0,0,335677,7.8958,0,,,,,,,,
3,1,19,0,2,336439,15.2458,0,,,,,,,,
3,0,32,1,1,341826,15.5,0,,,,,,,,
3,1,22,0,0,342441,7.725,1,,,,,,,,
3,1,24,0,0,342441,8.05,0,,,,,,,,
3,1,20,0,0,342684,7.8542,0,,,,,,,,
3,1,21,0,0,342684,8.05,0,,,,,,,,
3,0,29,1,0,342712,7.0458,0,,,,,,,,
3,1,19,0,0,342712,8.05,1,,,,,,,,
3,1,22,1,0,342826,7.25,0,,,,,,,,
3,1,24.5,0,0,342826,8.05,0,,,,,,,,
3,1,22,0,0,343095,7.7958,0,,,,,,,,
3,1,35,0,0,343120,8.05,0,,,,,,,,
3,1,21,0,0,343120,7.65,1,,,,,,,,
3,1,18.5,0,0,343271,7.2833,0,,,,,,,,
3,1,19,0,0,343271,7,0,,,,,,,,
3,1,21,0,0,343275,7.8208,1,,,,,,,,
3,1,19,0,0,343276,6.75,0,,,,,,,,
3,1,18,0,0,345364,7.8792,0,,,,,,,,
3,1,61,0,0,345364,6.2375,0,,,,,,,,
3,0,21,0,0,345498,8.6625,0,,,,,,,,
3,1,19,0,0,345498,7.775,0,,,,,,,,
3,1,30,0,0,345501,8.6625,0,,,,,,,,
3,1,18,0,0,345572,8.6625,0,,,,,,,,
3,1,38,0,0,345572,8.6625,0,,,,,,,,
3,0,17,0,0,345763,8.6625,0,,,,,,,,
3,1,17,0,0,345763,8.6625,0,,,,,,,,
3,0,31,3,0,345763,18,0,,,,,,,,
3,1,31,1,0,345763,18,0,,,,,,,,
3,0,21,0,0,345764,7.75,0,,,,,,,,
3,1,21,0,0,345764,7.75,0,,,,,,,,
3,1,18,2,0,345764,18,0,,,,,,,,
3,1,16,2,0,345764,18,0,,,,,,,,
3,1,21,0,0,345765,8.05,0,,,,,,,,
3,1,47,0,0,345765,9,0,,,,,,,,
3,1,19,1,0,345767,14.4583,0,,,,,,,,
3,1,22,0,0,345767,9,0,,,,,,,,
3,0,19,1,0,345768,14.4583,0,,,,,,,,
3,1,25,0,0,345768,9.5,1,,,,,,,,
3,1,28,0,0,345769,7.7958,0,,,,,,,,
3,1,24,0,0,345770,7.8542,0,,,,,,,,
3,1,28,0,0,345770,9.5,0,,,,,,,,
3,1,16,0,0,345771,7.75,1,,,,,,,,
3,1,36,0,0,345771,9.5,0,,,,,,,,
3,1,37,0,0,345773,7.75,0,,,,,,,,
3,1,28,0,0,345773,7.25,0,,,,,,,,
3,0,24,0,0,345773,8.05,0,,,,,,,,
3,1,10,0,2,345773,24.15,0,,,,,,,,
3,1,36,1,1,345773,24.15,0,,,,,,,,
3,1,30,1,1,345773,24.15,0,,,,,,,,
3,0,21,0,0,345774,7.7333,0,,,,,,,,
3,0,32,0,0,345775,56.4958,1,,,,,,,,
3,1,32.5,0,0,345775,9.5,0,,,,,,,,
3,1,29,0,0,345777,8.05,0,,,,,,,,
3,0,19,0,0,345777,9.5,0,,,,,,,,
3,1,26,1,0,345778,14.4542,0,,,,,,,,
3,1,18,1,0,345779,14.4542,0,,,,,,,,
3,1,29,0,0,345779,9.5,1,,,,,,,,
3,1,20,0,0,345780,7.05,0,,,,,,,,
3,1,33,0,0,345780,9.5,0,,,,,,,,
3,0,18,0,0,345781,8.05,1,,,,,,,,
3,1,24,0,0,345783,7.25,0,,,,,,,,
3,0,28,0,0,345783,9.5,0,,,,,,,,
3,1,31,0,0,347054,7.7333,0,,,,,,,,
3,1,31,0,0,347054,7.75,0,,,,,,,,
3,1,2,0,1,347054,10.4625,0,,,,,,,,
3,1,29,1,1,347054,10.4625,0,,,,,,,,
3,1,22,0,0,347060,7.75,1,,,,,,,,
3,1,74,0,0,347060,7.775,0,,,,,,,,
3,1,30,0,0,347061,7.6292,0,,,,,,,,
3,0,70.5,0,0,347062,7.75,0,,,,,,,,
3,1,43,0,0,347063,8.05,0,,,,,,,,
3,1,35,0,0,347064,7.8958,0,,,,,,,,
3,1,51,0,0,347064,7.75,0,,,,,,,,
3,1,27,0,0,347065,7.8958,0,,,,,,,,
3,1,19,0,0,347066,7.8958,0,,,,,,,,
3,0,30,0,0,347067,8.05,0,,,,,,,,
3,0,9,1,1,347068,15.9,1,,,,,,,,
3,1,3,1,1,347069,15.9,1,,,,,,,,
3,1,36,0,2,347070,15.9,1,,,,,,,,
3,0,59,0,0,347071,7.25,0,,,,,,,,
3,1,19,0,0,347072,8.1583,0,,,,,,,,
3,1,17,0,1,347072,16.1,1,,,,,,,,
3,0,44,0,1,347073,16.1,0,,,,,,,,
3,1,17,0,0,347074,8.6625,0,,,,,,,,
3,1,22.5,0,0,347075,7.225,0,,,,,,,,
3,1,45,0,0,347076,8.05,1,,,,,,,,
3,1,25,1,0,347076,7.775,0,,,,,,,,
3,0,22,0,0,347077,10.5167,0,,,,,,,,
3,1,19,0,0,347077,10.1708,0,,,,,,,,
3,1,30,0,0,347077,6.95,1,,,,,,,,
3,1,29,0,0,347077,7.75,1,,,,,,,,
3,1,0.3333,0,2,347077,14.4,0,,,,,,,,
3,0,34,1,1,347077,14.4,0,,,,,,,,
3,0,28,1,1,347077,14.4,0,,,,,,,,
3,1,27,0,0,347078,7.8958,0,,,,,,,,
3,1,25,0,0,347079,7.8958,0,,,,,,,,
3,0,32,0,0,347079,7.775,1,,,,,,,,
3,0,24,2,0,347080,24.15,0,,,,,,,,
3,1,22,0,0,347080,8.05,0,,,,,,,,
3,1,21,2,0,347080,24.15,0,,,,,,,,
3,1,17,2,0,347081,8.05,0,,,,,,,,
3,1,22,0,0,347081,7.75,1,,,,,,,,
3,1,19,1,0,347082,16.1,0,,,,,,,,
3,1,19,1,0,347082,16.1,1,,,,,,,,
3,1,36.5,1,0,347082,17.4,1,,,,,,,,
3,0,36,1,0,347082,17.4,1,,,,,,,,
3,0,30,0,0,347082,9.5,1,,,,,,,,
3,1,16,0,0,347082,9.5,0,,,,,,,,
3,0,1,1,2,347082,20.575,1,,,,,,,,
3,1,0.1667,1,2,347083,20.575,1,,,,,,,,
3,1,25,1,0,347083,7.775,1,,,,,,,,
3,1,26,1,2,347085,20.575,0,,,,,,,,
3,1,22,0,0,347085,7.775,1,,,,,,,,
3,1,33,1,2,347086,20.575,1,,,,,,,,
3,1,25,0,0,347087,7.8958,0,,,,,,,,
3,1,18,0,0,347087,7.775,0,,,,,,,,
3,1,19,0,0,347088,7.8958,0,,,,,,,,
3,0,19,0,0,347088,7.8958,0,,,,,,,,
3,1,22,0,0,347088,7.25,0,,,,,,,,
3,1,36,0,0,347088,7.25,0,,,,,,,,
3,1,19,0,0,347088,7.8792,1,,,,,,,,
3,0,17,0,0,347088,7.8958,0,,,,,,,,
3,0,4,3,2,347088,27.9,0,,,,,,,,
3,1,10,3,2,347088,27.9,0,,,,,,,,
3,1,9,3,2,347088,27.9,0,,,,,,,,
3,0,2,3,2,347088,27.9,0,,,,,,,,
3,1,40,1,4,347088,27.9,0,,,,,,,,
3,1,45,1,4,347088,27.9,0,,,,,,,,
3,0,42,0,0,347089,8.6625,0,,,,,,,,
3,0,43,0,0,347090,7.8958,0,,,,,,,,
3,0,19,0,0,347091,7.2292,0,,,,,,,,
3,0,19,0,0,347464,8.05,1,,,,,,,,
3,1,28,0,0,347464,7.8542,0,,,,,,,,
3,0,30,0,0,347465,12.475,1,,,,,,,,
3,0,24,0,0,347466,7.75,0,,,,,,,,
3,1,23,0,0,347467,8.05,1,,,,,,,,
3,1,33,0,0,347468,7.8958,0,,,,,,,,
3,0,65,0,0,347469,7.75,0,,,,,,,,
3,1,24,0,0,347470,7.55,1,,,,,,,,
3,1,23,1,0,347471,13.9,0,,,,,,,,
3,0,22,1,0,347742,13.9,1,,,,,,,,
3,0,18,0,0,347742,7.775,0,,,,,,,,
3,1,16,0,0,347742,7.775,0,,,,,,,,
3,1,45,0,0,347743,6.975,0,,,,,,,,
3,1,19,0,0,348121,7.225,0,,,,,,,,
3,1,39,0,2,348122,7.2292,0,,,,,,,,
3,1,17,1,1,348123,7.2292,0,,,,,,,,
3,1,15,1,1,348124,7.2292,0,,,,,,,,
3,1,19,0,0,348124,7.65,0,,,,,,,,
3,1,47,0,0,348125,7.25,0,,,,,,,,
3,1,5,0,0,349201,12.475,1,,,,,,,,
3,1,19,0,0,349202,7.225,0,,,,,,,,
3,1,40.5,0,0,349203,15.1,0,,,,,,,,
3,1,40.5,0,0,349204,7.75,0,,,,,,,,
3,1,19,0,0,349205,7.05,1,,,,,,,,
3,0,19,0,0,349205,7.8958,0,,,,,,,,
3,0,18,0,0,349206,7.7958,0,,,,,,,,
3,1,19,0,0,349207,7.75,0,,,,,,,,
3,1,19,0,0,349208,7.75,0,,,,,,,,
3,1,19,0,0,349208,7.8958,0,,,,,,,,
3,1,19,0,0,349209,6.95,0,,,,,,,,
3,0,26,0,0,349210,7.8792,0,,,,,,,,
3,1,19,0,0,349211,7.75,0,,,,,,,,
3,1,19,0,0,349212,56.4958,1,,,,,,,,
3,0,19,0,0,349212,7.8958,0,,,,,,,,
3,1,21,2,2,349213,34.375,0,,,,,,,,
3,0,9,2,2,349214,34.375,0,,,,,,,,
3,0,19,0,0,349214,7.8958,0,,,,,,,,
3,0,19,0,0,349215,8.05,0,,,,,,,,
3,1,19,0,0,349215,7.8958,0,,,,,,,,
3,1,18,2,2,349216,34.375,0,,,,,,,,
3,1,19,0,0,349216,7.8958,0,,,,,,,,
3,1,16,1,3,349217,34.375,0,,,,,,,,
3,1,48,1,3,349218,34.375,0,,,,,,,,
3,1,19,0,0,349219,7.75,0,,,,,,,,
3,1,19,0,0,349220,7.25,0,,,,,,,,
3,1,25,0,0,349221,7.7417,0,,,,,,,,
3,1,19,0,0,349222,14.5,0,,,,,,,,
3,1,19,0,0,349222,7.8958,0,,,,,,,,
3,0,19,0,0,349223,7.8958,0,,,,,,,,
3,0,19,0,0,349223,7.8958,0,,,,,,,,
3,1,22,0,0,349224,8.05,0,,,,,,,,
3,1,16,0,0,349225,7.7333,1,,,,,,,,
3,1,19,0,0,349226,7.75,1,,,,,,,,
3,1,9,0,2,349227,20.525,1,,,,,,,,
3,1,19,0,0,349227,7.8958,0,,,,,,,,
3,0,33,1,1,349228,20.525,0,,,,,,,,
3,1,41,0,0,349229,7.85,0,,,,,,,,
3,0,31,1,1,349230,20.525,1,,,,,,,,
3,1,38,0,0,349231,7.05,0,,,,,,,,
3,0,9,5,2,349232,46.9,0,,,,,,,,
3,0,1,5,2,349233,46.9,0,,,,,,,,
3,1,11,5,2,349234,46.9,0,,,,,,,,
3,0,10,5,2,349235,46.9,0,,,,,,,,
3,1,16,5,2,349236,46.9,0,,,,,,,,
3,0,14,5,2,349237,46.9,0,,,,,,,,
3,0,40,1,6,349237,46.9,0,,,,,,,,
3,1,43,1,6,349238,46.9,0,,,,,,,,
3,1,51,0,0,349239,8.05,0,,,,,,,,
3,1,33,0,0,349239,8.6625,0,,,,,,,,
3,1,32,0,0,349240,8.3625,0,,,,,,,,
3,1,19,0,0,349241,8.05,0,,,,,,,,
3,1,20,0,0,349242,9.8458,0,,,,,,,,
3,1,32,0,0,349242,7.8958,0,,,,,,,,
3,1,37,2,0,349243,7.925,0,,,,,,,,
3,1,28,2,0,349244,7.925,0,,,,,,,,
3,1,31,0,0,349244,8.6833,1,,,,,,,,
3,1,19,0,0,349245,7.775,0,,,,,,,,
3,1,28,0,0,349245,7.8958,0,,,,,,,,
3,1,24,0,0,349246,8.85,0,,,,,,,,
3,1,17,0,0,349247,7.7333,0,,,,,,,,
3,0,36,0,0,349247,7.8958,0,,,,,,,,
3,0,19,1,0,349248,19.9667,0,,,,,,,,
3,0,19,1,0,349249,19.9667,0,,,,,,,,
3,0,38,0,0,349249,7.8958,0,,,,,,,,
3,1,28,1,0,349250,15.85,0,,,,,,,,
3,0,24,1,0,349251,15.85,1,,,,,,,,
3,1,40,0,0,349251,7.8958,0,,,,,,,,
3,1,20,0,0,349252,9.5,0,,,,,,,,
3,1,22,0,0,349252,7.8958,0,,,,,,,,
3,1,23.5,0,0,349253,7.2292,0,,,,,,,,
3,1,41,2,0,349254,14.1083,0,,,,,,,,
3,0,26,1,0,349255,7.8542,0,,,,,,,,
3,1,21,0,0,349256,7.8542,0,,,,,,,,
3,1,45,1,0,349256,14.1083,1,,,,,,,,
3,1,19,0,0,349257,7.55,0,,,,,,,,
3,0,25,0,0,349909,7.25,0,,,,,,,,
3,1,19,0,0,349909,6.8583,0,,,,,,,,
3,1,11,0,0,349909,18.7875,0,,,,,,,,
3,1,19,0,0,349909,7.75,1,,,,,,,,
3,1,27,0,0,349909,6.975,1,,,,,,,,
3,0,2,3,1,349909,21.075,0,,,,,,,,
3,1,6,3,1,349909,21.075,0,,,,,,,,
3,1,3,3,1,349909,21.075,0,,,,,,,,
3,1,8,3,1,349909,21.075,0,,,,,,,,
3,1,29,0,4,349909,21.075,0,,,,,,,,
3,0,19,0,0,349910,56.4958,1,,,,,,,,
3,1,18,0,0,349910,6.75,0,,,,,,,,
3,1,26,0,0,349911,7.925,1,,,,,,,,
3,0,23,0,0,349912,7.925,0,,,,,,,,
3,0,22,0,0,350025,8.9625,1,,,,,,,,
3,1,28,0,0,350026,7.8958,0,,,,,,,,
3,0,28,0,0,350026,7.775,0,,,,,,,,
3,1,19,0,0,350029,7.75,0,,,,,,,,
3,1,2,0,1,350033,12.2875,1,,,,,,,,
3,1,25,0,0,350033,7.7958,1,,,,,,,,
3,1,22,1,1,350034,12.2875,1,,,,,,,,
3,1,43,0,0,350035,6.45,0,,,,,,,,
3,0,24,0,0,350035,7.7958,0,,,,,,,,
3,1,28,0,0,350036,22.525,0,,,,,,,,
3,1,27,0,0,350042,7.925,1,,,,,,,,
3,1,19,0,0,350043,7.75,0,,,,,,,,
3,0,19,0,0,350045,8.05,1,,,,,,,,
3,1,42,0,0,350046,7.65,0,,,,,,,,
3,0,19,0,0,350047,7.8875,1,,,,,,,,
3,1,30,0,0,350048,7.2292,0,,,,,,,,
3,1,19,0,0,350050,7.8958,0,,,,,,,,
3,0,27,1,0,350052,7.925,0,,,,,,,,
3,0,25,1,0,350053,7.925,0,,,,,,,,
3,1,19,0,0,350054,7.8958,0,,,,,,,,
3,0,29,0,0,350060,7.8958,1,,,,,,,,
3,1,21,0,0,350403,7.7958,1,,,,,,,,
3,1,19,0,0,350404,7.05,0,,,,,,,,
3,0,20,0,0,350405,7.8542,0,,,,,,,,
3,0,48,0,0,350405,7.8542,0,,,,,,,,
3,1,17,1,0,350406,7.0542,0,,,,,,,,
3,1,14,0,0,350406,7.8542,0,,,,,,,,
3,0,19,0,0,350407,7.75,1,,,,,,,,
3,1,31,0,0,350407,7.8542,0,,,,,,,,
3,0,19,0,0,350408,8.1125,1,,,,,,,,
3,1,34,0,0,350409,6.4958,0,,,,,,,,
3,1,26,0,0,350410,7.775,1,,,,,,,,
3,1,22,0,0,350416,7.7958,0,,,,,,,,
3,0,20,0,0,350416,7.8542,0,,,,,,,,
3,1,33,0,0,350417,8.6542,0,,,,,,,,
3,1,27,0,2,358585,11.1333,1,,,,,,,,
3,0,19,1,2,358585,23.45,0,,,,,,,,
3,0,19,0,0,358585,14.5,0,,,,,,,,
3,1,19,1,2,359306,23.45,0,,,,,,,,
3,1,19,1,2,359309,23.45,0,,,,,,,,
3,0,19,0,0,359309,8.05,0,,,,,,,,
3,0,23,0,0,362316,7.8958,0,,,,,,,,
3,1,19,0,0,362316,7.25,0,,,,,,,,
3,0,32,0,0,363272,7.8542,1,,,,,,,,
3,0,47,1,0,363272,7,1,,,,,,,,
3,1,27,0,0,363291,7.8542,0,,,,,,,,
3,1,20,1,0,363291,9.825,0,,,,,,,,
3,0,21,1,0,363291,9.825,0,,,,,,,,
3,1,32,0,0,363294,7.925,1,,,,,,,,
3,1,34,0,0,363294,8.05,0,,,,,,,,
3,1,17,0,0,363592,7.125,0,,,,,,,,
3,0,21,0,0,363611,8.4333,0,,,,,,,,
3,0,30,0,0,364498,7.8958,0,,,,,,,,
3,0,21,0,0,364498,7.7958,1,,,,,,,,
3,0,19,0,0,364498,14.5,0,,,,,,,,
3,1,19,0,0,364498,14.5,0,,,,,,,,
3,1,33,0,0,364499,7.8542,0,,,,,,,,
3,0,30.5,0,0,364499,8.05,0,,,,,,,,
3,1,22,0,0,364500,7.5208,0,,,,,,,,
3,1,4,0,1,364506,13.4167,1,,,,,,,,
3,1,39,0,1,364511,13.4167,1,,,,,,,,
3,1,44,0,0,364511,8.05,0,,,,,,,,
3,1,19,0,0,364512,7.2292,0,,,,,,,,
3,0,18.5,0,0,364516,7.2292,0,,,,,,,,
3,1,19,0,0,364516,7.75,0,,,,,,,,
3,1,19,0,0,364846,7.25,0,,,,,,,,
3,1,19,0,0,364848,7.75,1,,,,,,,,
3,1,19,0,0,364849,7.75,1,,,,,,,,
3,0,34.5,0,0,364849,7.8292,0,,,,,,,,
3,0,44,0,0,364850,8.05,0,,,,,,,,
3,1,19,0,0,364851,7.75,1,,,,,,,,
3,1,19,1,0,364856,14.4542,0,,,,,,,,
3,1,19,0,0,364856,7.75,0,,,,,,,,
3,1,19,1,0,364858,14.4542,0,,,,,,,,
3,1,19,1,0,364859,7.75,0,,,,,,,,
3,1,19,1,0,365222,7.75,0,,,,,,,,
3,0,19,0,0,365226,7.7375,0,,,,,,,,
3,1,22,2,0,365235,8.6625,0,,,,,,,,
3,1,26,2,0,365237,8.6625,0,,,,,,,,
3,1,26,1,1,366713,22.025,1,,,,,,,,
3,1,19,0,0,366713,7.75,0,,,,,,,,
3,1,1,1,1,367226,12.1833,0,,,,,,,,
3,1,18,1,1,367226,7.8542,0,,,,,,,,
3,1,36,0,2,367226,12.1833,0,,,,,,,,
3,1,19,0,0,367227,7.8958,0,,,,,,,,
3,1,25,0,0,367228,7.2292,1,,,,,,,,
3,1,19,0,0,367229,7.225,0,,,,,,,,
3,1,37,0,0,367230,9.5875,0,,,,,,,,
3,1,19,0,0,367230,7.8958,0,,,,,,,,
3,0,19,0,0,367231,56.4958,1,,,,,,,,
3,0,19,0,0,367232,56.4958,0,,,,,,,,
3,1,22,0,0,367655,7.25,1,,,,,,,,
3,1,19,0,0,367655,7.7292,0,,,,,,,,
3,1,19,0,0,368323,7.75,0,,,,,,,,
3,0,26,0,0,368364,56.4958,1,,,,,,,,
3,0,29,0,0,368402,9.4833,0,,,,,,,,
3,1,19,0,0,368402,7.75,1,,,,,,,,
3,1,29,0,0,368573,7.775,0,,,,,,,,
3,1,19,3,1,368702,25.4667,0,,,,,,,,
3,1,19,3,1,368703,25.4667,0,,,,,,,,
